 序号,所属区县,停车场编号,停车场类型,所属道路,泊位数量,大型泊位,小型泊位,起始地点,终止地点,开发时间-起,开发时间-止,负责人,联系电话,经营单位,收费时段1,收费时段2,收费标准1,收费标准2,备注,首次通过审批时间
641,怀柔,7109,01,北斜街,28,0,28,,,2008/8/1,2008/8/1,,,,,,,,"北斜街西侧路侧,",2008/9/23
642,怀柔,7110,01,潘家园,5,0,5,,,2008/8/1,2008/8/1,,,,,,,,"潘家园南侧路侧,",2008/9/23
643,怀柔,7111,01,杨家园,3,0,3,,,2008/8/1,2008/8/1,,,,,,,,"杨家园南侧路侧,",2008/9/23
644,西城,7128,01,柳巷,64,0,64,,,2008/9/1,2008/9/1,,,,,,,,"柳巷南侧北侧路侧,",2008/9/23
645,西城,7129,01,教场口路,92,0,92,,,2008/9/1,2008/9/1,,,,,,,,"教场口路南侧北侧路侧,",2008/9/23
646,西城,7130,01,蓖子胡同,29,0,29,,,2008/9/1,2008/9/1,,,,,,,,"蓖子胡同西侧路侧,",2008/9/23
647,西城,7131,01,育幼胡同,28,0,28,,,2008/9/1,2008/9/1,,,,,,,,"育幼胡同东侧路侧,",2008/9/23
648,西城,7132,01,西直门外南路,51,0,51,,,2008/9/1,2008/9/1,,,,,,,,"西直门外南路南侧北侧路侧,",2008/9/23
649,西城,7133,01,月坛西街东侧路,19,0,19,,,2008/9/1,2008/9/1,,,,,,,,"月坛西街东侧路北侧路侧,",2008/9/23
650,西城,7134,01,新德街,42,0,42,,,2008/9/1,2008/9/1,,,,,,,,"新德街南侧北侧路侧,",2008/9/23
651,西城,7135,01,金融街地区富凯大厦西侧路,12,0,12,,,2008/9/1,2008/9/1,,,,,,,,"金融街地区富凯大厦西侧路东侧路侧,",2008/9/23
652,西城,7136,01,真武庙四条,14,0,14,,,2008/9/1,2008/9/1,,,,,,,,"真武庙四条北侧路侧,",2008/9/23
653,西城,7137,01,扣钟胡同,37,0,37,,,2008/9/1,2008/9/1,,,,,,,,"扣钟胡同南侧北侧路侧,",2008/9/23
654,西城,7138,01,冰窖口胡同北侧路,19,0,19,,,2008/9/1,2008/9/1,,,,,,,,"冰窖口胡同北侧路西侧路侧,",2008/9/23
655,西城,7140,01,大玉胡同,8,0,8,,,2008/9/1,2008/9/1,,,,,,,,"大玉胡同北侧路侧,",2008/9/23
656,西城,7141,01,广安门北滨河路,31,0,31,,,2008/9/1,2008/9/1,,,,,,,,"广安门北滨河路南侧路侧,",2008/9/23
657,西城,7143,01,南顺城街国投大厦,38,0,38,,,2008/9/1,2008/9/1,,,,,,,,"南顺城街国投大厦西侧路侧,",2008/9/23
658,西城,7144,01,双旗杆,115,0,115,,,2008/9/1,2008/9/1,,,,,,,,"双旗杆东侧西侧路侧,",2008/9/23
659,顺义,7145,01,中山南大街1,33,0,33,天赐庄园门口前,中复电讯门口前,2008/9/1,2008/9/1,,,,,,,,"东侧便道,",2008/9/23
660,顺义,7146,01,中山南大街2,21,0,21,熏香茶庄门口前,石幢五金交电大楼门口前,2008/9/1,2008/9/1,,,,,,,,"东侧便道,",2008/9/23
661,顺义,7147,01,中山南大街3,25,0,25,东北农家院饭店门前,肥肥烧猪饭店门前,2008/9/1,2008/9/1,,,,,,,,"西侧便道,",2008/9/23
662,东城,5138,01,多福巷胡同,8,0,8,,,,,,,,,,,,"多福巷胡同北侧路侧,",2008/9/23
663,东城,5140,01,东厂北巷,22,0,22,,,,,,,,,,,,"东厂北巷路侧,东侧西侧",2008/9/23
664,东城,5143,01,大豆腐巷,15,0,15,,,,,,,,,,,,"大豆腐巷东侧路侧,",2008/9/23
665,东城,5144,01,西堂子胡同,21,0,21,,,,,,,,,,,,"西堂子胡同南侧北侧路侧,",2008/9/23
666,东城,5145,01,青年湖南街,35,0,35,,,,,,,,,,,,"青年湖南街南侧西侧北侧便道,",2008/9/23
667,东城,5147,01,演乐胡同,6,0,6,,,,,,,,,,,,"演乐胡同南侧北侧路侧,",2008/9/23
668,东城,5148,01,内务部街,27,0,27,,,,,,,,,,,,"内务部街南侧北侧路侧,",2008/9/23
669,东城,5151,01,柳罐胡同,15,0,15,,,,,,,,,,,,"柳罐胡同南侧路侧,",2008/9/23
670,东城,5152,01,西总布胡同,38,0,38,,,,,,,,,,,,"西总布胡同南侧北侧路侧,",2008/9/23
671,东城,5153,01,新开路胡同,14,0,14,,,,,,,,,,,,"新开路胡同南侧北侧路侧,",2008/9/23
672,东城,5154,01,春雨胡同,14,0,14,,,,,,,,,,,,"春雨胡同南侧北侧路侧,",2008/9/23
673,东城,5156,01,东四三条,40,0,40,,,,,,,,,,,,"东四三条南侧路侧,",2008/9/23
674,东城,5157,01,东四四条,56,0,56,,,,,,,,,,,,"东四四条南侧北侧路侧,",2008/9/23
675,东城,5158,01,东四五条,39,0,39,,,,,,,,,,,,"东四五条南侧北侧路侧,",2008/9/23
676,东城,5160,01,黄寺大街,49,0,49,,,,,,,,,,,,"黄寺大街西侧路侧,",2008/9/23
677,东城,5161,01,东四八条,8,0,8,,,,,,,,,,,,"东四八条南侧北侧路侧,",2008/9/23
678,丰台,5940,01,开阳里三街,158,0,158,,,2008/6/1,2008/6/1,,,,,,,,"开阳里三街南侧北侧路侧,",2008/9/23
679,丰台,5948,01,北大街,32,0,32,,,2008/6/1,2008/6/1,,,,,,,,"北大街南侧北侧路侧,",2008/9/23
680,丰台,5951,01,樊羊路,136,0,136,,,2008/6/1,2008/6/1,,,,,,,,"樊羊路东侧西侧路侧,",2008/9/23
681,丰台,5947,01,石榴园路,62,0,62,,,2008/6/1,2008/6/1,,,,,,,,"石榴园路南侧北侧路侧,",2008/9/23
682,丰台,6998,01,靛厂路,216,0,216,,,2008/7/1,2008/7/1,,,,,,,,"靛厂路南侧北侧路侧,",2008/9/23
683,丰台,6999,01,万丰路,171,0,171,,,2008/7/1,2008/7/1,,,,,,,,"万丰路东侧西侧路侧,",2008/9/23
684,丰台,7000,01,莲宝路,52,0,52,,,2008/7/1,2008/7/1,,,,,,,,"莲宝路南侧北侧路侧,",2008/9/23
685,延庆,6052,01,县城东街,56,0,56,,,2008/7/1,2008/7/1,,,,,,,,"县城东街北侧路侧,",2008/9/23
686,延庆,6054,01,新城街西侧,24,0,24,,,2008/7/1,2008/7/1,,,,,,,,"新城街西侧路侧,",2008/9/23
687,延庆,6889,01,新城街东侧,8,0,8,,,2008/7/1,2008/7/1,,,,,,,,"新城街东侧路侧,",2008/9/23
688,延庆,6055,01,高塔路东段,45,0,45,,,2008/7/1,2008/7/1,,,,,,,,"高塔路东段北侧路侧,",2008/9/23
689,延庆,6891,01,高塔路西段,42,0,42,,,2008/7/1,2008/7/1,,,,,,,,"高塔路西段南侧路侧,",2008/9/23
690,延庆,6057,01,北顺城街,31,0,31,,,2008/7/1,2008/7/1,,,,,,,,"北顺城街北侧路侧,",2008/9/23
691,延庆,6059,01,妫水南北街,280,0,280,,,2008/7/1,2008/7/1,,,,,,,,"妫水南北街东侧西侧路侧,",2008/9/23
692,延庆,6060,01,庆园街,14,0,14,,,2008/7/1,2008/7/1,,,,,,,,"庆园街北侧路侧,",2008/9/23
693,延庆,6897,01,庆园街,80,0,80,,,2008/7/1,2008/7/1,,,,,,,,"庆园街南侧路侧,",2008/9/23
694,石景山,6899,01,金顶街,110,0,110,金顶南路,金顶北路东口,2008/7/1,2008/7/1,,,,,,,,"两侧路侧,路侧,",2008/9/23
695,延庆,6064,01,汇川街,13,0,13,,,2008/7/1,2008/7/1,,,,,,,,"汇川街东侧路侧,",2008/9/23
696,延庆,6065,01,汇川街南延,20,0,20,,,2008/7/1,2008/7/1,,,,,,,,"汇川街南延东侧路侧,",2008/9/23
697,延庆,6063,01,开发区路,19,0,19,,,2008/7/1,2008/7/1,,,,,,,,"开发区路南侧路侧,",2008/9/23
698,延庆,6062,01,东外大街北侧,27,0,27,,,2008/7/1,2008/7/1,,,,,,,,"东外大街北侧路侧,",2008/9/23
699,延庆,6903,01,东外大街西段,32,0,32,,,2008/7/1,2008/7/1,,,,,,,,"东外大街北侧路侧,",2008/9/23
700,朝阳,7210,01,阜安西路,367,0,367,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/27 9:47:42
701,朝阳,7213,01,阜通西大街,516,0,516,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/27 9:48:07
702,朝阳,7215,01,广顺南北大街,667,0,667,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/27 9:47:55
703,朝阳,7216,01,广泽路,132,0,132,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/27 9:48:19
704,朝阳,7217,01,宏泰西街,208,0,208,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/27 9:48:33
705,朝阳,7218,01,湖光北街,191,0,191,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/27 9:48:55
706,朝阳,7219,01,湖光中街,181,0,181,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/27 9:49:08
707,朝阳,7221,01,望京北路,344,0,344,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/27 9:49:30
708,朝阳,7220,01,望京东路,109,0,109,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/27 9:49:20
709,朝阳,6807,01,潘家园路,99,0,99,,,2009/1/1,2009/1/1,,,,,,,,"潘家园路南侧路侧,",2009/1/19 10:32:37
710,朝阳,7242,01,星光大道,164,0,164,,,2009/1/1,2009/1/1,,,,,,,,南侧北侧路侧,2009/1/19 10:31:01
711,丰台,7235,01,西站南路,279,0,279,,,2009/1/1,2009/1/1,,,,,,,,东侧西侧路侧,2009/1/19 10:32:59
712,朝阳,7247,01,朝阳北路,32,0,32,,,2009/1/1,2009/1/1,,,,,,,,北侧路侧,2009/1/19 10:31:54
